username,review,rating,sentiment
Pengguna Google,"titik jemput dan alamat yang tertera beda.. titik jemput ditempat lama sedangkan alamat tertera sudah dialamat baru, sehingga driver salah titik jemput akibatnya jadi selisih paham antara konsumen dan driver",4,positif
Pengguna Google,pesan apa pun jdi mudah🤗,5,positif
Pengguna Google,ok,5,positif
Pengguna Google,good,4,positif
Pengguna Google,"ha?? please deh, order goride lamaaaaa g nyangkut², mana buru² lg,akhirnya g jd order, jadinya order di aplikasi lainnya. eeeh... g lama ada chatt dr driver, mana doble lg drivernya, konfirmasi buat mau jemput, pdhl aq pake wifi mana ada ngelag. dih... jelek banget servernya, lambatttttt",2,negatif
Pengguna Google,bagus,5,positif
Pengguna Google,iya oke,5,positif
Pengguna Google,"Gojek akhir-akhir ini suka error? waktu pesan goride udah dapet drivernya juga, dan di notif cuma dapet 1 kok malah tiba-tiba di akunya malah order 2 driver, trus dilihat di riwayat juga cuma 1 order driver bukan 2. tolong dong jadi di rugikan banget saya, sama driver yang ngalami kayak gitu.",2,negatif
Pengguna Google,membantu,5,positif
Pengguna Google,"Kalo mesen pasti lama banget harus prioritas, sengaja banget biar dapat lebih, kadang bilangnya 5 menit lagi taunya nambah malah jadi 13 menit, nyebelin banget.",2,negatif
Pengguna Google,"bikin sengsara driver, yang dimanjain yg Deket orang dalem. FUNGSI GORIDE CEPAT ITU APA, BIKIN KONFLIK CUSTOMER DRIVER AJA. KOK MAKIN KESINI GOJEK IDE-NYA KAYA ORANG GA MIKIR",1,negatif
Pengguna Google,good,5,positif
Pengguna Google,susah verifikasi muka,1,negatif
Pengguna Google,jangan kebanyakan update yang gak perlu jadi Menuhin memori,1,negatif
Pengguna Google,MANTAAAPPPP MAJUUUUU,5,positif
Pengguna Google,dukung aplikasi lokal!,5,positif
Pengguna Google,aplikasi lumayan bagus tolong di tingkatkan lagi masalah pemesanan lama,5,positif
Pengguna Google,bagus,5,positif
Pengguna Google,bagus banget bangga buatan Indonesia,5,positif
Pengguna Google,"maps perlu diperbaiki, soalnya sering nyasar, driver marah-marah sambil bilang bahwa dia hanya bertanggungjawab sesuai titik, padahal saya tidak tau titik, taunya hotel A, dll. selain itu gojek tidak bisa booking atau berlangganan, padahal kompetitor bisa. bagaimana ini",4,positif
Pengguna Google,sangat membantu,5,positif
Pengguna Google,Cepat drivernya datang dan mudah kapan aja di perlukan,5,positif
Pengguna Google,Sangat Mengecewakan,1,negatif
Pengguna Google,Sangat Mengecewakan,1,negatif
Pengguna Google,bagus drivernya ramah,5,positif
Pengguna Google,Lancarr pokoknya beres,5,positif
Pengguna Google,baguss,5,positif
Pengguna Google,Sangat Bagus,5,positif
Pengguna Google,masak saya gak bisa batalin pesanan padahal saya udh baca semua caranya tapi gak ada fiturnya di aplikasinya,1,negatif
Pengguna Google,"Saya instal gojek di hp dgn OS Android lancar dan mudah. Tetapi, install Gojek di tablet Huawei dgn OS harmonyOS gagal melulu. Ada saran solusi?",4,positif
Pengguna Google,"udah mah mahal, kikir promo lagi pesen gofood mahalan ongkir daripada makanannya",1,negatif
Pengguna Google,berjalan aman,5,positif
Pengguna Google,"buka kaliii blokiran, kan bungannya ckup tinggi. mempermudahlaahhh, telat jg g berbulan-bulan cuma beda tgl msh d bulan yg sama!",1,negatif
Pengguna Google,memuaskan,5,positif
Pengguna Google,"gojek gak bisa jarak jauh,jogja magelang auto diplihkan gocar.tolol ini sih",2,negatif
Pengguna Google,sangat terbantu saat bepergian,5,positif
Pengguna Google,"Mau rubah rute goride kaga bisa2,sangat tidak menyenangkan harga tidak muncul,sangat merugikan",1,negatif
Pengguna Google,ok,4,positif
Pengguna Google,puas,5,positif
Pengguna Google,sangat membantu,5,positif
Pengguna Google,lumayan,5,positif
Pengguna Google,"kecewa banget padahal gak ada cicilan lagi di gopay pinjam,udh lunas semua,limit banyak percumah bangt gak bisa dipke ,bayar juga gak pernh telat,tapi di persulit",1,negatif
Pengguna Google,menggunakan nya mudah dan pesanan cepat hanya tinggal klik tombol yang perlu saja untuk pelayanan nya.,5,positif
Pengguna Google,aplikasi nya bagus sekali,5,positif
Pengguna Google,sangat suka dan enak lengkap,5,positif
Pengguna Google,W gojek,5,positif
Pengguna Google,bagus,5,positif
Pengguna Google,Saya sangat puas karena datang & sampainya tepat waktu.,5,positif
Pengguna Google,salah satu layanin ojek online yg bagus 👍,5,positif
Pengguna Google,"Makin mahal harganya, kalah murah sama si ijo satunya, jadi males pake gojek",1,negatif
Pengguna Google,"bagus aplikasinya, saya sanggat terbantu untuk pulang menggunakan ojek",5,positif
Pengguna Google,sangat buruk,1,negatif
Pengguna Google,like,5,positif
Pengguna Google,bagus,5,positif
Pengguna Google,sangat membantu,5,positif
Pengguna Google,"driver pandeglang songong songong sumpah, pada naikin argo 2x lipat kadang 3x lipat dengan alasan titik antar trllu pelosok dn pulangnya gk dapat orderan lagi",1,negatif
Pengguna Google,sangat terbantu,5,positif
Pengguna Google,sangat terbantu,5,positif
Pengguna Google,"aplikasinya bagus tapi kadang kesal karena harga naik terus, setiap kali pengecekan sela beberapa menit, padahal titik jemput dan tujuan sama",3,netral
Pengguna Google,selama sy jadi customer gojek atau gocar jarang sekali mengecewakan.. driver selalu ramah dan mengemudi dgn aman...the best lah untuk gojek,5,positif
Pengguna Google,aplikasi ini bagus sekali,5,positif
Pengguna Google,lebih cepat untuk perjalanan yang di tuju,5,positif
Pengguna Google,"ongkir food jadi mahal banget tanpa ada promo2 lg, mending offline atau masak sendiri, usaha resto omzetnya berkurang drastis padahal harga tidak dinaikan",1,negatif
Pengguna Google,membantu dan memudahkan dalam menuju tujuan,5,positif
Pengguna Google,mantap,5,positif
Pengguna Google,Drivernya ramah,5,positif
Pengguna Google,driver bersikap tidak baik,1,negatif
Pengguna Google,"sering leleeeeeet ya lwpn cache nya udh d bersihkan jg, sering update jg ...",2,negatif
Pengguna Google,Terima kasih gojek yg amat sangat membantu. Driver2nya baik2. Semoga semakin sukses.,5,positif
Pengguna Google,"yey thank u gojek for being present in my life, soo happy yasyasyas. semua jadi aksesibel semenjak ada gojek, bisa kesana bisa kesini dgn mudah gampang dan ga pake ribet",5,positif
Pengguna Google,adab gosendnya ytta WKWK,1,negatif
Pengguna Google,josss,5,positif
Pengguna Google,ok,5,positif
Pengguna Google,"wey costumer gojek udh pake hemat jangan pada songong dah oderan baru masuk langsung cansel cansel aja di pikir lu pake hemat driver engga bayar, driver itu bayar sehari 20 rb buat ngelayani hemat, udh hemat pada betingkah benar",5,positif
Pengguna Google,"pengajuan pinjaman ulang tidak terlaksana, ketika riwayat pinjaman sudah lunas",2,negatif
Pengguna Google,sangat membantu,5,positif
Pengguna Google,walau agag mahal ya senang aja,4,positif
Pengguna Google,ok,5,positif
Pengguna Google,mantep jir,5,positif
Pengguna Google,pelayanan bagus,5,positif
Pengguna Google,gofoodbisa 2 jam,1,negatif
Pengguna Google,alhmdulillah pelayanan baik,5,positif
Pengguna Google,keren,5,positif
Pengguna Google,lancar,5,positif
Pengguna Google,tidak bisa memenuhi kebutuhan customer,1,negatif
Pengguna Google,membantu,5,positif
Pengguna Google,Baguss sangat bermanfaat dan membantu semoga makin sukses dan maju utk gojek,5,positif
Pengguna Google,pasti banyak vouchernya,5,positif
Pengguna Google,gojek EMG gercep,5,positif
Pengguna Google,ok,4,positif
Pengguna Google,naik kendaraan murah dan banyak diskon lagi,5,positif
Pengguna Google,ok.banget,5,positif
Pengguna Google,mantap,5,positif
Pengguna Google,baik,5,positif
Pengguna Google,terbaik pokoknyamah gojek iniiii!!!!,5,positif
Pengguna Google,asyik bt kebutuhan mendadak,5,positif
Pengguna Google,"semuanya oke si, cuma waktu nyari driver gojek susah dapetnya",4,positif
Pengguna Google,bagus banget,5,positif
Pengguna Google,memudahkan perjalanan,5,positif
Pengguna Google,tes dlu,5,positif
Pengguna Google,👍👍👍👍👍,5,positif
Pengguna Google,"aplikasi nya oke oke aja tapi drivernya ga ber attitude, saya disuruh turun tengah jalan gara2 pas diawal pesen salah titik dan titiknya pun ga jauh beda cmn beda lorong ditengah jalan dia meminta saya turun dan mengcancel, ketika saya mau cancel dgn alesan driver meminta cancel saya dimarahin dan dipaksa cancel dgn alasan jarak terlalu jauh JADI TRAUMA dan Takut pesen ojek di apk ini lagi, padahal dari dulu sampe skrg kalau kemana2 saya pesen ojek dari apk ini",1,negatif
Pengguna Google,"saya setiap pulang sekolah pakai gojek, gojek is the best",5,positif
Pengguna Google,sippp,5,positif
Pengguna Google,makasih ya 👍🏻,5,positif
Pengguna Google,"Min, tolong dong buatkan edit review dan rating di gofood dan tolong dong cara menghapus catatan atau riwayat pengantaran pesanan, karena seharusnya saya hari ini pesen minuman untuk saya sendiri, tapi karena catatannya itu saya tujukan untuk driver gojek, jadi ada kesalahpahaman, karena saya dulu sempat tulis memang khusus untuk driver gojek, niatnya berbagi, kirain saya itu bisa di hapus secara otomatis atau pas pesenan hari itu catatanya sudah ke hapus, dan ternyata tersimpan dan permanen.",5,positif
Pengguna Google,aman dan jaman,5,positif
Pengguna Google,"lucu bahasa iklannya, bagus",5,positif
Pengguna Google,"di aplikasi gofood pun sama jeleknya,driver tiba2 nongol,di aplikasi hp saya gaada notif pesanan masuk samsek padahl di hp driver sudah ada,kita mau bikin juga bingung bikin apa karna belum masuk notiv pesanan dan driver udah kecewa. ini ga cuma drivernya saya juga kecewa ,jualan saya jadi tercemar di gojek ini sudah berulang kali .tolong sistem gojek diperbaiki lagi!mau gojek /gofood jangan sampai erorr..",2,negatif
Pengguna Google,gojek mantap,5,positif
Pengguna Google,"Paling suka pakai Gojek karena pembayarannya sudah terintegrasi sama GoPay. Tinggal pesan, pas sampai langsung turun tanpa perlu ribet cari uang kembalian. Fitur GoSend juga sangat menolong untuk kirim barang atau dokumen mendesak dalam hitungan jam. Aplikasi super serba bisa!",5,positif
Pengguna Google,Ok,5,positif
Pengguna Google,gojek online sangat memudahkan saya jika ingin bepergian👍👍👍,5,positif
Pengguna Google,keren,5,positif
Pengguna Google,Nice,5,positif
Pengguna Google,jos gojek,5,positif
Pengguna Google,"kuota 42Gb, jaringan 5G, saldo gopay 18k tiba tiba hilang, aplikasi tidak bisa dibuka loading sepanjang hari",1,negatif
Pengguna Google,sudah lebih baik pelayanannya. walau masih di temukan sedikit kendala di kendaraannya yang kurang terawat jadi agak sedikit kurang nyaman... tapi sudah jauh lebih baik dari sebelumnya...,4,positif
Pengguna Google,lebih ok,5,positif
Pengguna Google,"pelayanan nyaa ramah, mantapp✨",4,positif
Pengguna Google,Sangat bagus karena ada guna manfaatnya,5,positif
Pengguna Google,semua orang udah tau ko kalo gojek itu paling ok,4,positif
Pengguna Google,sangat membantu,5,positif
Pengguna Google,sangat membantu,5,positif
Pengguna Google,bagus,5,positif
Pengguna Google,good app,5,positif
Pengguna Google,"kenapa ya goofood sekarang, dulu sering dapat masalah di pembelian entah pesanan ga sesuai atau pesanan kurang, nah itu cepat bgt penyelesaian masalahnya, kalau sekarang complain karena pesanan yang datang ga sesuai malah gaada penyelesaiannya sama sekali mana yg jawab AI terus laporannya langsung di tutup lagi",2,negatif
Pengguna Google,keren,4,positif
Pengguna Google,ini berguna bgt si,5,positif
Pengguna Google,memudahkan perjalanan,5,positif
Pengguna Google,Aplikasi nya sangat bagus,5,positif
Pengguna Google,cepat,5,positif
Pengguna Google,membantu,5,positif
Pengguna Google,memudahkan dalam segala hal...,5,positif
Pengguna Google,"saya pesan gojek lama, gk cepat di ambil padahal banyak yang ready, giliran di batalkan terpesan sendiri, padahal udh jelas2 di batalkan, mana udah pesan aplikasi lain langsung d ambil, jadi rugi saya. bayar tanpa dapat jasanya, tolong donk di perbaiki sistemnya. saya perbaiki ratingnya klo udh diperbaiki.",1,negatif
Pengguna Google,Aplikasi yg sangat membantu kita dalam melaksanakan mobilitas harian....,5,positif
Pengguna Google,terbaik,5,positif
Pengguna Google,aplikasi bagus,5,positif
Pengguna Google,semoga kedepannya kalo buat transfer bisa gratis biaya admin,2,negatif
Pengguna Google,Naikin argo Go Jek. bensin mahal boss,1,negatif
Pengguna Google,apk yang sangat membantu buat saya .. semoga apk ini lebih baik lagi..👏,5,positif
Pengguna Google,transfortasi andalanku kalau kemana mana aman nyaman dan terpercaya,5,positif
Pengguna Google,kok sekarang gojek jadi menggecewakan sih. okir murah tapi gak ada driver yang mau suka bikin retur makanan nolak terus jadi males. kecewa amak nih aplikasi jadi gak bisa pesan makanan lagi. makasih.,5,positif
Pengguna Google,Goodd,5,positif
Pengguna Google,Cakep,5,positif
Pengguna Google,drivernya baik banget,5,positif
Pengguna Google,Terpecaya,5,positif
Pengguna Google,gojek 7rb harga masih 23 ribu wkwkkw gimana mau rame..kaya ovo dong di grab 1rp bisa naik grab..wkwk acara ya gila ovo..,1,negatif
Pengguna Google,ok,5,positif
Pengguna Google,"ini kenapa dah aplikasi gojek, gua masuk aplikasi ga memuat gambar putih. seperti gada sinyal, gua kira sinyal hp gua tapi gua masuk FB tiktok yt lancar semua, makin aneh ni aplikasi",1,negatif
Pengguna Google,GK pernah bisa dapat playletter y,2,negatif
Pengguna Google,"Aplikasi ini sangat membantu sekali untuk berpergian mudah diakses , ditingkatkan terus untuk pelayanan lebih baik lagi terimakasih",5,positif
Pengguna Google,mantap,5,positif
Pengguna Google,membantu,5,positif
Pengguna Google,ko skarang makin naik ya tarifnya.. mohon sesuaikan sperti semula,3,netral
Pengguna Google,yg jelas dan yg penting selalu menyenangkan karena tepat waktu /cepat tidak be Baartele tele,5,positif
Pengguna Google,"aplikasi yang sangat membantu dan memudahkan masyarakat dalam bidang transportasi,keungan dan membantu membuka lapangan tenaga kerja 👍",5,positif
Pengguna Google,"sekarang kalo cari gocar tambah susah dan lama banget, giliran udah dapet drivernya yg banyak alasan",2,negatif
Pengguna Google,"keterangan bukti pembayaran gak lengkap di bagian riwayat pembayaran, beda dengan platform lain yg sangat informatif",1,negatif
Pengguna Google,malas gue pakai apk ini lebih mahal ongkir timbang makanan di goofod nya tolol emang,1,negatif
Pengguna Google,baguss bangett draiferx ramah,5,positif
Pengguna Google,kalau pindah rute harusnya tarif juga berubah dong,1,negatif
Pengguna Google,"cepat,driver nya ramah",5,positif
Pengguna Google,sejauh ini sudah bagus cuman kenapa alamat rumah saya tidak Dapat diapk nya mohon diupgrade dibangian maps apknya,4,positif
Pengguna Google,payah..... respon ke cs juga Sama ada komplain juga tidak ada tidak ada tindak lanjut nya,1,negatif
Pengguna Google,lumayan bagus dalam pelayann,4,positif
Pengguna Google,mantap👍🏻,5,positif
Pengguna Google,"udah di batalkan pesanan nya,,tetap aja datang",1,negatif
Pengguna Google,aplikasi ini sangat bagus untuk tranportasi dan lain2,5,positif
Pengguna Google,sangat bagus pelayanany,5,positif
Pengguna Google,sangat berguna untuk bepergian,5,positif
Pengguna Google,drivernya ramah ramah.,5,positif
Pengguna Google,gocar nya bertumpuk di maps tapi pada gak mau terima,1,negatif
Pengguna Google,oke,5,positif
Pengguna Google,"SUDAH 1 BULAN MAPS PENGANTARAN ORDER GORIDE TIDAK BISA BERFUNGSI HANYA MAPS BAWAAN APK GOPARTNER SAJA ITUPUN TERBALIK ARAH MAPS NYA DAN TERLALU KECIL ALUR RUTE , SUSAH DI PAHAMI, ITUPUN TIDAK BISA DIZOOM. TIDAK SEMUA DRIVER BISA MEMBACA SEPERTI ITU !!!",1,negatif
Pengguna Google,bagus,5,positif
Pengguna Google,"kadang kadang cepet banget, kadang kadang lama banget, hadeehh",3,netral
Pengguna Google,dasar aplikator serakah sistem gojek udh GK waras sekrang ..semuga kalian para aplikator di hukum di akherat nanti,1,negatif
Pengguna Google,pelayanan sangat baik 👍🏻🥰🥰🥰,5,positif
Pengguna Google,nyaman dan aman,5,positif
Pengguna Google,sangat berguna,5,positif
Pengguna Google,trimakasih. banyak saya terbantu sekali,5,positif
Pengguna Google,harga check out pas sampai tujuan berubah 3x lipat,1,negatif
Pengguna Google,gagal login terus,1,negatif
Pengguna Google,sangat bagus mempermudah tranfortasi yg simple dan gampang,5,positif
Pengguna Google,bintang 1 sorry nawarin asuransi tapi pas ngklaim malah diluar masa berlaku polis cemana cerita nya 🤣 klaim proteksi layar retak. bon faktur udaa ada beserta foto HP dan imei sesuai dgn bon nya tapi ditolak. maaf maaf la gak lagi daftar asuransi apapun,1,negatif
Pengguna Google,bagus,5,positif
Pengguna Google,"saya tadi memesan gocar, tetapi dia meminta untuk dibatalkan pesanan, terus kami lanjut menaiki gocar itu menaiki orderan itu, pada saat itu kami belum timbul rasa curiga pada driver tersebut, ketika sampai pada tujuan dia meminta uang tambahan dengan alasan dia tidak mendapat promo-promo gitu di aplikasi gojek, drivernya atas nama: Basuki, plat mobil:AE1335SQ, merek mobil: Avanza putih, dan driver ini berasal dari daerah Ponorogo, mohon untuk pihak gojek untuk menindak lanjuti pada kejadian ini",1,negatif
Pengguna Google,sangat membantu banget,5,positif
Pengguna Google,cepet,5,positif
Pengguna Google,driver pinter,5,positif
Pengguna Google,nice,5,positif
Pengguna Google,"yth pihak gojek saya mohon tolong perbaiki sistem Gpsnya, karena alamat rumah saya selalu salah alamat saya di Jalan Merapi C3 No 5 bukan Jalan Merapi No 8 tolong perbaiki alamat rumah saya!",2,negatif
Pengguna Google,bagus😁,5,positif
Pengguna Google,okeee dah pokonya,5,positif
Pengguna Google,trimakasih,5,positif
Pengguna Google,mau hapus akun kok g bisa aneh..,1,negatif
Pengguna Google,bagus,5,positif
Pengguna Google,very good,5,positif
Pengguna Google,sistemnya jelek...,1,negatif
Pengguna Google,baik,5,positif
Pengguna Google,aplikasi tolol dapat koin gak muncul,1,negatif
Pengguna Google,makin kaga jelas arurannya,1,negatif
Pengguna Google,Saya merasa puas dengan layanan ini.👍🙏,5,positif
Pengguna Google,buat make fitur gopay berat banget nunggu lebih 5 menit buat keluar qr atau barcode nya (gojek dan gopay),3,netral
Pengguna Google,"komplain di Apk , menu paket ada yang kurang tidak ada nasinya, tapi tidak bisa kirim foto dari galeri..saya pesan makanan dari Jakarta untuk anak saya di Bali. harus kirim bukti foto pakai kamera, foto nya ada di galeri..",2,negatif
Pengguna Google,"Dear Gojek, saat ini order group dengan penggunaan diskon 50% tidak bisa berjalan dengan baik tolong diperbaiki",2,negatif
Pengguna Google,terimakasih,5,positif
Pengguna Google,bagus saya puas,5,positif
Pengguna Google,gojek saya kok ngk bs d gunakan,5,positif
Pengguna Google,good platform 👍,4,positif
Pengguna Google,animasi nya lucu bgt huhuhuw apk nyaa jg gemes,5,positif
Pengguna Google,"orederan dobel merugikan saya customer dan driver, waktu jd sangat lama, dan makanan dingin, saya bayar full , driver dapat cuman ± 2000 rupiah saja",1,negatif
Pengguna Google,good,5,positif
Pengguna Google,the best,5,positif
Pengguna Google,ok,5,positif
Pengguna Google,sangat membantu bagai yg berlanggan gojek,5,positif
Pengguna Google,terlalu lama draiver kalau pesan d gacoan. estimasi wktu 40-50 in smpe 2 jam belum juga smpai,1,negatif
Pengguna Google,"ini kenapa setiap open aplikasi ngelag terus ya, padahal jaringan bagus bagus aja",3,netral
Pengguna Google,"utk transportasi, sering kali lebih mahal dari pada grab. tp utk gofood sering byk promonya. makasih",5,positif
Pengguna Google,Trimakasih sudah membantu. Alhamdulillah sampai rumah tepat waktu.,5,positif
Pengguna Google,GOJEK Masih yg Terbaik... 👍👍,5,positif
Pengguna Google,pke gojek dr sejak biaya transportasi seharga 4000 hingga skrng.. enak nyaman dan ramah Driver nya.. trima kasih gojek,5,positif
Pengguna Google,"pelayanan dan sopan santun lebih di tingkatkan lagi, semoga bermanfaat",5,positif
Pengguna Google,bagus sh suka dpt voucher 😁,5,positif
Pengguna Google,"saya sudah salin alamat melalui google maps, namun tetap saja tidak dapat ditemukan",1,negatif
Pengguna Google,Sangat membantu,5,positif
Pengguna Google,cepat,5,positif
Pengguna Google,"driver lu aneh anjir, malah nanya alamat gua ke orang lain pdhl itu posisinya gua juga lagi ma dia. lagipun apa si driver kaga ngeliatin map? orang alamat yang gua cantumin pun jelas dan detail banget lhoya.",1,negatif
Pengguna Google,Makin ke sini apknya makin gk ngotak. Apalagi bagian gofood. Kyk dipaksa bgt hrus pke yg CEPAAAT itu. Knp gk ad yg reguler klau emg MURAAAHnya disabled (gk bsa) kan jdinya gmn gtu. Gw awl pke gojek itu awlnya krn pgn dukung apk anak bangsa mknya gw smpe skrg gk pnya apk grab. Tpi klau kyk gni terus kyknya gmn gtu. Krn gw lmyn srg pke apk ini. Oklah klau discountnya jarang bhkn bsa dblg pelit u/ org yg srg pke. Tpi ini gk bgt krn kesannya terlalu maksa. Maaf bgt klau gw ksih bintang 3. Sekian🙏🤧,3,netral
Pengguna Google,bagus,5,positif
Pengguna Google,aplikasi ini lumayan bagus untuk saya yang tidak bisa memasak dan tidak bisa menyetir kendaraan harganya murah sedikit saran: jangan ngebut² ya,4,positif
Pengguna Google,terjamin,5,positif
Pengguna Google,"Kok sekarang ambil gocar lambat banget geraknya, dilama-lamain jalannya.",2,negatif
Pengguna Google,"oke, semoga terus lebih baik",5,positif
Pengguna Google,"go send nya amanah sekali, terima kasih, pelayanan juga ramah dan cepat 😇🙏",5,positif
Pengguna Google,"sudah isi gopay, tapi nggak bisa dipakai, jadinya tetap pakai tunai.",1,negatif
Pengguna Google,guudjob,5,positif
Pengguna Google,"gosend makin nggak jelas... saya pesan gosend jam 17.05 senin, 8 Juni 2026 sampai selasa, 9 Juni 2026 jam 09.00 belum sampai padahal lokasi hanya berjarak 5,8 km... saya bahkan nggak tau barang saya sekarang dimana...",1,negatif
Pengguna Google,terbantu,5,positif
Pengguna Google,mantap,4,positif
Pengguna Google,hebat,5,positif
Pengguna Google,Cepat,5,positif
Pengguna Google,diskon gosen yg normal saja. ngapain pake bank ini bank itu.. emang kita nabung di bank.. makan aja sulit..boro2 nabung.. mikir2...,1,negatif
Pengguna Google,di hp ini gabisa daftar di suruh instal ulang di play store padahal udh instal ulang tetep aja gabisa,1,negatif
Pengguna Google,"gila gila susahnya cari driver buat gofood, sdh sampai sejam lebih estimasi tdk sesuai",3,netral
Pengguna Google,"Aplikasi kurang menurut saya,karna saya awalnya mau liat harga di Gomart,tetapi pas saya liat harganya 16rb jadi 31rb,dan yang lebih parahnya pas saya pencet harganya tadi gabisa dibatalin,mana pas pasan duit saya cuma gara gara ini habis duit saya,jadi tolong lebih dipermudah untuk ngebatalin aplikasinya.",1,negatif
Pengguna Google,ok,5,positif
Pengguna Google,gojek for life,5,positif
Pengguna Google,ada saat ada,5,positif
Pengguna Google,kenapa sering gangguan dan logout sendiri tanpa diminta mohon penjelasan nya,2,negatif
Pengguna Google,ok,5,positif
Pengguna Google,"otomatis,praktis,pantastis dan ekonomis",5,positif
Pengguna Google,"dengan adanya Go-Jek cukup banyak membantu aktivitas bepergian atau antar jemput anak ke sekolah, terima kasih Go-Jek",5,positif
Pengguna Google,mantappp,5,positif
Pengguna Google,bagus,5,positif
Pengguna Google,ok,4,positif
Pengguna Google,sangat baik,5,positif
Pengguna Google,lebih banyakin promo promo nya,5,positif
Pengguna Google,"tolong jgn beda2in driver, gw susah nyari driver di jam sibuk",1,negatif
Pengguna Google,mantapp,5,positif
Pengguna Google,bunga keterlambatan gpaylater berasa lintah darat,1,negatif
Pengguna Google,tambah qris lah kayak grab kan bisa biar lebih fleksibel,2,negatif
Pengguna Google,saya kasih b2 kalo sudah di perbaiki game laris mwanis di dalam apk gojek saya kasih b5,2,negatif
Pengguna Google,Mantap. sangat membantu,5,positif
Pengguna Google,kenapa tiba² voucer gofood di akun aku hilang gada sama sekali lagi padahal udh coba apus download lagi bebrapa kali ttp g muncul voucher ongkir dan makannya gadaaa tolong ini gimana kembalikannya,1,negatif
Pengguna Google,sip deh,5,positif
Pengguna Google,gojek selalu ada di setiap waktu yang di butuhkan,5,positif
Pengguna Google,membantu menjadi ringan,5,positif
Pengguna Google,Praktis,5,positif
Pengguna Google,"udah lama pake aplikasi gojek dan kecewa parah karena pelayanan ojol tidak ramah dan arogan udah nunggu lama ga bergerak giliran di cancel dia dateng marah"" maki"" cs plis ya saya ga mungkin cancel kalo respon nya cepat saya juga punya kegiatan lain masa harus nungguin gojek yang ga respon. sekalinya bikin pengaduan sama gojek center bukan nya membantu malah bela ojol nya emang cocok sih.. bye gojek..",1,negatif
Pengguna Google,"aplikasi go food kacau. nunggu berjam2, makanan sudah disiapkan resto, malah drivernya ga ada. bobrok",1,negatif
Pengguna Google,bisa beli tapi enggak berjalan ✅,5,positif
Pengguna Google,apk gampang ngelek gini padahal sinyal gw bagus . mals gw ah,2,negatif
Pengguna Google,"gojek.. gimana sih.. saya cancel karna driver gak respon dan lama, malah masuk orderan, giliran saya order di grab malah drivernya gojek nya ada. ini aplikasi nya lemot atau Mitra nya?? kan saya jg gak enak sama grab.",3,netral
Pengguna Google,gblok 5 jam ga dpet driver. buruk bgt ni apk,1,negatif
Pengguna Google,sepeda motor listrik nya oke,5,positif
Pengguna Google,tepat waktu,5,positif
Pengguna Google,ok,4,positif
Pengguna Google,"coba pake gojek + karna diskonnya banyak, giliran pake ditolakin mulu sama driver..",1,negatif
Pengguna Google,baguss,5,positif
Pengguna Google,sangat membantu perjalanan & pengiriman barang,5,positif
Pengguna Google,"pesan gofood pilihan ongkir nya ada 2, 21 rb sama 2 rb. Pilih yg 2 rb untuk nunggu sejam, ternyata sudah 1 setengah jam gak juga dapat drivernya. Jelek banget pelayanannya sekarang 👎",1,negatif
Pengguna Google,"nyaman dan cepat, driver bisa terima masukan",5,positif
Pengguna Google,bagus pelayanan cepat,5,positif
Pengguna Google,Susah dapat driver.,1,negatif
Pengguna Google,terima kasih derever baik banget,5,positif
Pengguna Google,Good,5,positif
Pengguna Google,"untuk gojek, gocar nya murah, tapi untuk pengiriman makanannya mahal sekali yaa bisa mahal ongkir dari makanannya",5,positif
Pengguna Google,terbantu,5,positif
Pengguna Google,"jujur akhir-akhir ini sy kesulitan untuk mendapatkan driver, sudah beberapa kali sy menunggu hampir 10-15 menitan, tapi tidak dapat dapat, apalagi saat hujan.. sangaaat sulit mendapatkan driver, tolong diperbaiki!",4,positif
Pengguna Google,keren sahabat jalan kemanapun tanpa ribet,5,positif
Pengguna Google,"lumayan mahal untuk motor mending maxim,green sm",2,negatif
Pengguna Google,banyak kegunaannya dan manfaat sudah sering ku gunakan di komputer line,5,positif
Pengguna Google,murah dan efisien,5,positif
Pengguna Google,"sangat sangat berguna dan mempermudah hidup saya, btw perbanyak promo dong min hehehe",5,positif
Pengguna Google,okelah pokoknya,5,positif
Pengguna Google,cepat,5,positif
Pengguna Google,bagus banget aplikasinya anjim,5,positif
Pengguna Google,good,5,positif
Pengguna Google,"apk ini tidak transparan, berapa km rute yang ditempuh, biaya aplikasi tidak tertera di awal pemesanan. ternyata biaya aplikasinya mahal, banyak jebakan untuk biaya tambahan, menanam pohon atau asuransi yang tidak jelas. dan setelah saya tanya drivernya, pendapatan mereka hanya sekitar 60-70% dari biaya yang saya bayarkan, sebagai ilustrasi sya membayar 12,5-13,5k, yang diterima driver hanya 8k, pantesan kendaraannya lama kelamaan jadi busuk. karena tidak sanggup mengumpulkan uang untuk merawat",1,negatif
Pengguna Google,The best lah,5,positif
Pengguna Google,"tolong lah gojek yg terhormat jgn nomor customer tu disamarkan susah dihubungi customer nya, ditambah org pakai wa semua tolong lah,GK ada org yg paket telpon biasa soalnya itu ketinggalan jaman kek zaman batu ,tolong upgrade sikit masak apk sebelah gampang dpt nomor hpnya.semoga ini didengar",3,netral
Pengguna Google,Saya kasih 4 Bintang. kenapa tdk 5? Karena terkadang Mobilnya itu agak kurang bersih dan berbau kurang sedap.,4,positif
Pengguna Google,pelayanan yg memuaskan,5,positif
Pengguna Google,pelayanan sangat baik dan ramah,5,positif
